MA;Barra do Corda
MG;Barra do Cuiete
MT;Barra do Garcas
TO;Barra do Grota
RS;Barra do Guarita
ES;Barra do Itapemirim
PR;Barra do Jacare
BA;Barra do Jacuipe
PE;Barra do Jardim
BA;Barra do Mendes
RS;Barra do Ouro
TO;Barra do Ouro
RJ;Barra do Pirai
BA;Barra do Pojuca
RS;Barra do Quarai
PE;Barra do Riachao
RS;Barra do Ribeiro
RS;Barra do Rio Azul
BA;Barra do Rocha
PE;Barra do Sirinhaem
CE;Barra do Sotero
BA;Barra do Tarrachil
SP;Barra do Turvo
SE;Barra dos Coqueiros
SP;Barra Dourada
MG;Barra Feliz
SC;Barra Fria
RS;Barra Funda
AL;Barra Grande
PR;Barra Grande
SC;Barra Grande
MG;Barra Longa
PR;Barra Mansa
RJ;Barra Mansa
CE;Barra Nova
ES;Barra Nova
PR;Barra Santa Salete
ES;Barra Seca
RJ;Barra Seca
SC;Barra Velha
PR;Barracao
RS;Barracao
BA;Barracas
SE;Barracas
MG;Barranco Alto
SP;Barrania
PI;Barras
PR;Barras
CE;Barreira
PA;Barreira Branca
PA;Barreira dos Campos
CE;Barreira dos Vianas
BA;Barreiras
CE;Barreiras
PA;Barreiras
PI;Barreiras do Piaui
AM;Barreirinha
MA;Barreirinhas
RS;Barreirinho
MG;Barreiro
PR;Barreiro
RS;Barreiro
MG;Barreiro Branco
MG;Barreiro da Raiz
PR;Barreiro das Frutas
MG;Barreiro do Rio Verde
CE;Barreiros
PE;Barreiros
PR;Barreiros
SC;Barreiros
CE;Barrento
SP;Barretos
MG;Barretos de Alvinopolis
PR;Barrinha
SP;Barrinha
CE;Barro
BA;Barro Alto
CE;Barro Alto
GO;Barro Alto
SC;Barro Branco
MA;Barro Duro
PI;Barro Duro
BA;Barro Preto
PR;Barro Preto
RS;Barro Preto
BA;Barro Vermelho
RS;Barro Vermelho
MG;Barrocao
BA;Barrocas
TO;Barrolandia
CE;Barroquinha
RS;Barros Cassal
MG;Barroso
SP;Barueri
RS;Basilio
BA;Bastiao
SP;Bastos
MS;Bataguassu
MS;Bataipora
AL;Batalha
PI;Batalha
SP;Batatais
PE;Batateira
SP;Batatuba
BA;Bate Pe
PR;Bateias
SC;Bateias de Baixo
BA;Batinga
AL;Batingas
SP;Batista Botelho
MT;Batovi
CE;Baturite
PA;Baturite
CE;Bau
MG;Bau
PR;Baulandia
ES;Baunilha
SP;Bauru
MS;Baus
MT;Baus
MT;Bauxi
PB;Bayeux
ES;Bebedouro
SP;Bebedouro
CE;Beberibe
PA;Beja
MT;Bel Rios
CE;Bela Cruz
BA;Bela Flor
SP;Bela Floresta
CE;Bela Vista
MS;Bela Vista
PR;Bela Vista
RS;Bela Vista
SC;Bela Vista
GO;Bela Vista de Goias
MG;Bela Vista de Minas
PA;Bela Vista do Caracol
PR;Bela Vista do Caroba
PR;Bela Vista do Ivai
MA;Bela Vista do Maranhao
PR;Bela Vista do Paraiso
PI;Bela Vista do Piaui
PR;Bela Vista do Piquiri
SC;Bela Vista do Sul
PR;Bela Vista do Tapiracui
SC;Bela Vista do Toldo
SP;Bela Vista Sao-carlense
MA;Belagua
AL;Belem
PA;Belem
PB;Belem
BA;Belem da Cachoeira
PE;Belem de Maria
PE;Belem de Sao Francisco
PB;Belem do Brejo do Cruz
PI;Belem do Piaui
RJ;Belford Roxo
MG;Belisario
MG;Belmiro Braga
BA;Belmonte
SC;Belmonte
BA;Belo Campo
MG;Belo Horizonte
RN;Belo Horizonte
PE;Belo Jardim
AL;Belo Monte
MG;Belo Oriente
MG;Belo Vale
PA;Belterra
RS;Beluno
BA;Bem-bom
RJ;Bemposta
BA;Bendego
PI;Beneditinos
MA;Benedito Leite
SC;Benedito Novo
PA;Benevides
PA;Benfica
PE;Bengalas
AM;Benjamin Constant
RS;Benjamin Constant do Sul
PE;Bentivi
SP;Bento de Abreu
RN;Bento Fernandes
RS;Bento Goncalves
BA;Bento Simoes
PR;Bentopolis
MG;Bentopolis de Minas
MA;Bequimao
MG;Berilo
MG;Berizal
PR;Bernardelli
PB;Bernardino Batista
SP;Bernardino de Campos
MA;Bernardo do Mearim
TO;Bernardo Sayao
PE;Bernardo Vieira
SP;Bertioga
PI;Bertolinia
MG;Bertopolis
AM;Beruri
CE;Betania
PE;Betania
PI;Betania do Piaui
PR;Betaras
MG;Betim
RS;Bexiga
MT;Bezerro Branco
PE;Bezerros
MG;Bias Fortes
MG;Bicas
MG;Bicuiba
SC;Biguacu
SP;Bilac
MG;Biquinhas
SP;Birigui
SP;Biritiba-mirim
SP;Biritiba-ussu
BA;Biritinga
CE;Bitupita
MG;Bituri
PR;Bituruna
CE;Bixopa
PE;Bizarra
SC;Blumenau
CE;Boa Agua
BA;Boa Espera
CE;Boa Esperanca
ES;Boa Esperanca
MG;Boa Esperanca
MT;Boa Esperanca
PA;Boa Esperanca
PR;Boa Esperanca
RJ;Boa Esperanca
RS;Boa Esperanca
PR;Boa Esperanca do Iguacu
SP;Boa Esperanca do Sul
MG;Boa Familia
PA;Boa Fe
PI;Boa Hora
BA;Boa Nova
RN;Boa Saude
AL;Boa Sorte
PA;Boa Sorte
RJ;Boa Sorte
BA;Boa Uniao
MT;Boa Uniao
MG;Boa Uniao de Itabirinha
PB;Boa Ventura
RJ;Boa Ventura
PR;Boa Ventura de Sao Roque
CE;Boa Viagem
AL;Boa Vista
CE;Boa Vista
MT;Boa Vista
PB;Boa Vista
PR;Boa Vista
RR;Boa Vista
RS;Boa Vista
PR;Boa Vista da Aparecida
RS;Boa Vista das Missoes
MG;Boa Vista de Minas
RS;Boa Vista do Burica
RS;Boa Vista do Cadeado
CE;Boa Vista do Caxitore
MA;Boa Vista do Gurupi
RS;Boa Vista do Incra
PA;Boa Vista do Iririteua
BA;Boa Vista do Lagamar
MA;Boa Vista do Pindare
AM;Boa Vista do Ramos
RS;Boa Vista do Sul
BA;Boa Vista do Tupim
SP;Boa Vista dos Andradas
SP;Boa Vista Paulista
BA;Boacu
ES;Boapaba
PE;Boas Novas
AL;Boca da Mata
AM;Boca do Acre
BA;Boca do Corrego
AP;Boca do Jari
RS;Boca do Monte
PI;Bocaina
PR;Bocaina
SP;Bocaina
MG;Bocaina de Minas
SC;Bocaina do Sul
MG;Bocaiuva
PR;Bocaiuva do Sul
MS;Bocaja
RN;Bodo
PE;Bodoco
MS;Bodoquena
SP;Bofete
RS;Boi Preto
PA;Boim
SC;Boiteuxburgo
SP;Boituva
RS;Bojuru
PE;Bom Conselho
MG;Bom Despacho
MS;Bom Fim
SP;Bom Fim do Bom Jesus
AL;Bom Jardim
MA;Bom Jardim
PA;Bom Jardim
PE;Bom Jardim
RJ;Bom Jardim
RS;Bom Jardim
SC;Bom Jardim da Serra
GO;Bom Jardim de Goias
MG;Bom Jardim de Minas
PR;Bom Jardim do Sul
PB;Bom Jesus
PI;Bom Jesus
RN;Bom Jesus
RS;Bom Jesus
SC;Bom Jesus
MG;Bom Jesus da Cachoeira
BA;Bom Jesus da Lapa
MG;Bom Jesus da Penha
BA;Bom Jesus da Serra
MA;Bom Jesus das Selvas
MG;Bom Jesus de Cardosos
GO;Bom Jesus de Goias
MG;Bom Jesus do Amparo
MG;Bom Jesus do Divino
MG;Bom Jesus do Galho
RJ;Bom Jesus do Itabapoana
MG;Bom Jesus do Madeira
ES;Bom Jesus do Norte
SC;Bom Jesus do Oeste
RJ;Bom Jesus do Querendo
PR;Bom Jesus do Sul
PA;Bom Jesus do Tocantins
TO;Bom Jesus do Tocantins
SP;Bom Jesus dos Perdoes
MA;Bom Lugar
PE;Bom Nome
MG;Bom Pastor
RS;Bom Principio
PI;Bom Principio do Piaui
PR;Bom Progresso
RS;Bom Progresso
MG;Bom Repouso
MG;Bom Retiro
PR;Bom Retiro
RS;Bom Retiro
SC;Bom Retiro
SP;Bom Retiro da Esperanca
RS;Bom Retiro do Guaiba
RS;Bom Retiro do Sul
BA;Bom Sossego
MG;Bom Sucesso
MT;Bom Sucesso
PB;Bom Sucesso
PR;Bom Sucesso
SC;Bom Sucesso
SP;Bom Sucesso de Itarare
MG;Bom Sucesso de Patos
PR;Bom Sucesso do Sul
SC;Bombinhas
MG;Bonanca
CE;Bonfim
MG;Bonfim
PE;Bonfim
RR;Bonfim
BA;Bonfim da Feira
MA;Bonfim do Arari
PI;Bonfim do Piaui
SP;Bonfim Paulista
GO;Bonfinopolis
MG;Bonfinopolis de Minas
CE;Bonhu
AL;Bonifacio
BA;Boninal
BA;Bonito
CE;Bonito
MS;Bonito
PA;Bonito
PE;Bonito
RS;Bonito
MG;Bonito de Minas
PB;Bonito de Santa Fe
GO;Bonopolis
ES;Bonsucesso
MS;Boqueirao
PB;Boqueirao
RS;Boqueirao
RS;Boqueirao do Leao
PI;Boqueirao do Piaui
SE;Boquim
BA;Boquira
SP;Bora
SP;Boraceia
AM;Borba
MG;Borba Gato
PB;Borborema
SP;Borborema
MG;Borda da Mata
PR;Borda do Campo
PR;Borda do Campo de Sao Sebastiao
SP;Borebi
CE;Borges
PR;Borman
RS;Borore
PR;Borrazopolis
RS;Bossoroca
SP;Botafogo
SP;Botelho
MG;Botelhos
RS;Botucarai
SP;Botucatu
SP;Botujuru
MG;Botumirim
BA;Botupora
BA;Botuquara
PR;Botuquara
SC;Botuvera
PR;Bourbonia
SP;Braco
SC;Braco do Norte
ES;Braco do Rio
